Soilcolor,Soil_pH,Potassium,Phosphorus,Zinc,Sulphur,Nitrogen,Annual_Humidity,Annual_Temperature,Annual_Precipitation,WindDirection_10m,Topsoil_Moisture,Cloud_Amount,WindSpeed_2m_Range,Pressure,label
brown,5.4,2.37,0.7,0.3,1.23,0.13,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
red,5.4,2.38,0.48,0.32,0.9,0.13,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
brown,6.4,2.4,0.48,0.45,1.04,0.12,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
other,6.4,2.42,0.48,0.38,1.08,0.12,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
red,5.4,2.13,1.23,0.28,0.85,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
brown,5.8,2.24,0.48,0.38,0.95,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,5.3,2.77,0.6,0.49,1.15,0.31,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.3,2.05,0.6,0.23,1.11,0.23,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.3,1.91,1,0.23,1.34,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
brown,5.3,2.1,0.6,0.28,1.08,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
brown,5.3,2.31,0.6,0.23,1.04,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
brown,5.3,2.38,0.95,0.28,1.2,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
brown,5.3,2.17,0.48,0.3,1,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
brown,6,1.92,0.9,0.26,0.85,0.1,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
black,6.4,2.33,0.3,0.3,0.95,0.12,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
red,6.1,2.24,0.85,0.2,1.3,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
black,6.1,2.52,1.38,0.49,0.9,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.45,2.85,1.12,0.63,1.33,0.31,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
red,5.1,2.65,0.95,0.52,1.36,0.2,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.2,2.61,0.6,0.45,1.26,0.18,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
gray,5.7,2.13,1.1,0.29,1.01,0.16,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Barley
red,5.7,2.07,1,0.26,1.32,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.4,2.01,0.58,0.41,0.69,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
black,6.2,2.47,0.7,0.54,1.38,0.18,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
brown,5.8,1.93,0.74,0.29,0.92,0.28,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,5.4,2.31,0.3,0.26,1.04,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,6.2,2.34,0.48,0.38,1.08,0.18,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
other,5.8,2.84,0.56,0.54,1.1,0.01,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
gray,5.7,1.72,0.7,0.2,1.3,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.7,2.38,0.3,0.34,1.18,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.8,2.06,0.7,0.4,1.11,0.01,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,6,2.13,1.28,0.3,1.26,0.12,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
gray,5.4,2.23,0.3,0.38,1,0.15,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,5.72,2.08,0.3,0.2,1.26,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,5.6,2.2,0.49,0.55,0.93,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,5.04,2.17,0.7,0.58,1.08,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,5.69,2.18,0.3,0.26,1.52,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.69,2.43,0.48,0.52,1.04,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
other,5.67,2.45,0.61,0.47,0.97,0.17,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
brown,5.69,2.27,0.48,0.23,1,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,5.78,2.43,0.3,0.34,1.08,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
other,5.67,2.32,0.48,0.28,1,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,6.48,2.39,0.21,0.32,1.1,0.14,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Barley
black,7,2.92,1.11,0.62,0.9,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.51,2.39,0.6,0.41,1.04,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
other,5.67,2.26,0.6,0.32,1.34,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
black,7,2.5,1.17,0.51,0.56,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,5.7,2.8,0.7,0.56,1.2,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
gray,5.37,2.35,0.6,0.46,1.04,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,5.67,2.23,0.64,0.58,1.05,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,5,2.62,0.56,0.47,1.12,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
gray,5.37,2.23,0.57,0.46,0.83,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
black,5.67,2.64,0.9,0.58,1.04,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.2,2.23,0.6,0.51,0.97,0,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.67,1.92,0.61,0.46,1.32,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.67,2.47,0.85,0.34,1.08,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
black,5.2,2.16,0.95,0.68,1.15,0,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.67,2.03,0.85,0.45,1.26,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.2,2.27,0.48,0.49,1.04,0,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
black,5.67,2.13,0.95,0.45,1.2,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,6,2.77,2.02,0.65,0.95,0.19,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Barley
red,5.84,1.94,1.02,0.31,1.05,0.18,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Barley
brown,5.6,2.64,0.48,0.41,1.15,0.13,10.03,18.04,13.63,67.12,0.62,57.49,5.56,81.4,Barley
red,5.38,2.62,0.64,0.36,1.21,0.23,11.22,16.98,22.44,15.62,0.55,4.86,4.86,83.76,Barley
red,5.1,2.73,0.56,0.37,1.49,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
black,6.5,2.62,0.78,0.32,0.85,0.14,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
red,4.99,2.34,0.35,0.26,1.32,0.18,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,4.77,2.49,0.82,0.42,1.35,0.22,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
black,6.33,2.65,1.08,0.37,1.02,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
red,4.87,2.61,0.42,0.3,1.39,0.2,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
black,7.3,2.61,0.7,0.28,0.78,0.04,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
black,7.93,2.71,1.6,0.36,1.2,0.15,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
red,5.1,2.29,0.6,0.23,1.26,0.21,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.7,2.59,0.6,0.38,0.85,0.12,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.22,2.28,0.26,0.31,1.16,0.19,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,5.24,2.04,0.28,0.26,1.29,0.14,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
black,8.5,2.63,0.6,0.34,1.08,0.05,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
red,5.23,2.48,0.39,0.26,1.17,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,6.24,2.27,0.57,0.24,0.9,0.17,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
brown,7.2,2.63,1.36,0.48,0.78,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
red,6.2,2.29,0.48,0.3,1.08,0.18,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,5.4,2.45,0.3,0.28,1.26,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,6.2,2.46,0.48,0.23,1.04,0.18,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.47,2.79,0.9,0.49,1.04,0.18,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,4.8,2.21,0.48,0.23,1.32,0.18,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
black,7.3,2.7,0.78,0.49,1,0.11,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Barley
red,5.2,2.2,0.48,0.41,1.18,0.19,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,5.1,1.97,0.3,0.23,1.36,0.13,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,5.67,2.15,0.88,0.39,0.97,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,6.4,3.01,2.67,1.03,1.2,0.33,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
brown,5.78,2.75,2.1,0.7,0.95,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
other,5.78,2.32,0.6,0.36,1.15,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
black,7,2.69,1,0.4,1,0.17,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
red,5.04,2.54,0.78,0.43,1.26,0.16,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Barley
red,5.69,1.89,0.56,0.36,1.29,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.67,2.15,0.48,0.38,1.08,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.67,2.49,0.48,0.4,0.9,0.17,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
red,5.04,2.23,0.48,0.32,1.34,0.16,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Barley
brown,8.1,2.64,0.48,0.28,0.85,0.09,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Barley
black,5.67,2.33,0.6,0.43,0.95,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
black,5.67,2.4,0.7,0.34,0.9,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.67,2.6,0.9,0.46,1.08,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,6.3,2.13,0.78,0.3,0.7,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
black,5.3,2.45,0.46,0.4,0.56,0.25,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Barley
brown,6.98,2.6,1.99,0.43,0.99,0.09,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
brown,5.4,2.31,0.9,0.45,1.18,0.44,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.6,2.35,0.6,0.3,1.28,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,5.2,2.45,0.48,0.2,1.23,0,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
black,5.67,2.2,0.95,0.48,1.23,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
black,5.67,2.32,1.11,0.51,1.28,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,5.6,2.18,0.6,0.41,1,0.1,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
other,6,2.45,0.48,0.49,0.78,0.1,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,6.5,2.23,0.48,0.3,0.7,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
black,5.8,2.35,0.7,0.36,0.85,0.23,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
brown,6.47,2.46,0.78,0.48,1.2,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
brown,6.3,2.13,0.51,0.39,0.98,0.2,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
brown,6.4,2.21,0.6,0.3,0.7,0.14,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
red,5.4,2,0.78,0.32,1.08,0.13,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
black,5.3,2.27,0.9,0.23,1.11,0.58,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,6.95,2.21,0.47,0.38,0.88,0.09,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
brown,5.2,2.63,0.7,0.46,1.28,0,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,5.6,2.6,0.6,0.45,0.85,0.23,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,7.2,3.07,2.06,0.78,1.18,0.21,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
red,5.7,2.25,0.3,0.18,1.34,0.24,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
black,7.45,2.67,0.48,0.38,0.78,0.09,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
brown,6.3,2.05,1,0.26,0.85,0.09,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
brown,6,2.26,0.6,0.4,0.78,0.18,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
red,6,2.14,0.48,0.48,0.78,0.18,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,5.86,2.82,1.01,0.63,0.95,0.21,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Barley
brown,5.6,2.22,0.7,0.43,0.85,0.26,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
brown,5.4,2.15,1.08,0.43,1.04,0.22,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
brown,5.7,2.08,0.3,0.23,1.08,0.14,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Barley
brown,6.1,2.79,0.6,0.56,1.08,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
gray,6,2.43,0.9,0.4,1.28,0.18,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.6,2.33,0.48,0.2,1,0.22,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
black,5.78,2.65,0.7,0.32,0.9,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
black,7.53,2.72,1.08,0.36,0.9,0.09,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
black,5.4,2.42,0.9,0.28,1,0.13,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,5.8,2.08,0.48,0.23,1.34,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,6.1,2.37,0.48,0.3,1,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
black,7.53,2.67,0.6,0.32,0.78,0.09,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
red,5.75,2.69,0.61,0.48,1.28,0.15,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Barley
brown,5.8,2.03,0.48,0.32,1.08,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.8,2.5,0.3,0.43,0.9,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,6.1,2.36,0.7,0.32,1.08,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
brown,6.95,2.58,0.6,0.3,0.78,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
brown,5.8,2.1,0.6,0.46,0.95,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,6.2,2.11,1.3,0.32,1.04,0.26,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,5.8,2.34,0.9,0.2,1.15,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.8,1.75,0.3,0.26,1.26,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.8,2.43,1,0.32,1,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.8,2.4,0.78,0.46,0.95,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,5.8,2.54,1.08,0.34,1.04,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
black,5.4,1.97,1.38,0.59,1.23,0.13,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.8,2.33,0.7,0.32,1,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
black,5.4,2.56,1,0.3,1.08,0.13,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
black,5.4,2.42,1.15,0.3,1.08,0.13,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
brown,5.86,2.46,0.6,0.46,0.95,0.18,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
brown,7.7,2.54,0.48,0.45,0.78,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
black,7.1,3.08,2,0.91,1.15,0.09,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
brown,5.4,1.88,1.11,0.45,1.23,0.13,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
black,7.7,2.65,0.6,0.34,0.7,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
brown,5.8,2.22,0.95,0.23,0.95,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.8,2.4,0.66,0.43,0.84,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.8,2.63,1.18,0.48,1.04,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.3,2.27,0.95,0.43,0.95,0.23,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.4,1.98,0.9,0.41,1.3,0.13,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
black,5.98,2.64,0.95,0.4,0.9,0.18,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
gray,5.98,2.38,1.18,0.36,0.85,0.18,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
black,7.7,2.69,0.48,0.28,0.78,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Barley
brown,5.3,2.79,1.95,0.8,1.11,0.23,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
brown,5.3,2.48,0.95,0.34,1.23,0.23,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Barley
red,5.75,2.33,0.85,0.38,0.95,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Barley
black,6.5,2.62,0.6,0.28,0.78,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Barley
brown,5.8,2.78,1.36,0.6,1.04,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
brown,5.98,2.67,0.95,0.58,0.95,0.18,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Barley
brown,5.98,2.24,0.7,0.38,0.85,0.18,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Barley
gray,6.58,2.43,1.04,0.43,1.11,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Barley
brown,7.1,3.05,1.63,0.52,1.08,0.07,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Barley
brown,5.8,2.57,1.32,0.46,1.04,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
red,5.09,2.22,0.59,0.45,1.3,0.25,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Barley
red,5.56,2.23,0.41,0.48,1.09,0.19,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Barley
brown,5.98,2.2,1.04,0.45,0.95,0.18,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Barley
other,7.1,2.28,0.7,0.4,1,0.07,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Barley
red,5.3,2.32,0.64,0.28,1.27,0.21,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Barley
red,5.8,2.22,1.3,0.46,0.95,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
brown,5.3,2.67,1.26,0.36,1.3,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
brown,6,2.45,0.7,0.4,0.78,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Barley
black,4.7,2.12,0.95,0.3,1.34,0.51,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Barley
brown,5.3,2.53,1.08,0.38,1.28,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
black,6.48,2.61,0.6,0.34,0.78,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Barley
brown,5.2,2.06,0.6,0.3,1.11,0.28,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Barley
brown,5.8,2.55,1.2,0.66,1.2,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
brown,6.63,2.42,0.48,0.32,0.9,0.13,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Barley
brown,5.3,2.4,0.48,0.3,1.48,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
red,5.3,2.23,0.7,0.32,1.18,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
brown,6.33,2.17,0.48,0.32,0.9,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Barley
gray,5.7,2.81,1.04,0.38,1.11,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Barley
brown,5.4,2.21,0.3,0.28,0.9,0.15,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Barley
brown,5.8,2.31,1.46,0.36,1.04,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
brown,5.8,2.43,1.15,0.49,1.08,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
black,5.54,2.63,0.78,0.54,1.36,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Barley
black,8,2.38,0.83,0.43,0.78,0.07,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Barley
red,5.4,2.14,0.3,0.28,1.26,0.13,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
brown,5.8,2.37,1.32,0.62,0.77,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
brown,5.8,2.43,1.38,0.65,0.95,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
brown,5.8,1.86,1.27,0.4,0.9,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
brown,5.4,2.44,1.15,0.52,0.95,0.13,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
brown,5.4,2.2,1.04,0.34,0.85,0.13,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
red,5.1,2.26,0.3,0.18,1.32,0.11,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Barley
gray,5.8,1.94,0.7,0.41,0.9,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
red,5.4,2.69,0.6,0.48,0.95,0.13,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
red,5.4,2.39,0.6,0.43,1.08,0.13,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
red,5.4,2.25,0.48,0.3,1.08,0.13,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
brown,5.8,2.8,1.04,0.53,1.15,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
red,5.4,2.18,0.7,0.26,0.85,0.13,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
red,6,2.18,0.6,0.32,1.08,0.1,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
brown,5.8,2.82,1.69,0.56,0.95,0.2,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Barley
brown,5.72,2.28,0.6,0.38,0.95,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
brown,6.1,2.51,0.48,0.43,1.11,0.08,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Barley
red,5.1,2.64,0.85,0.4,1.15,0.19,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
red,5.8,2.03,0.7,0.3,1.23,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
brown,5.85,2.04,0.78,0.36,0.85,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Barley
